source,target,weight
6,12,0.12265420210705712
6,13,0.011730159556025157
6,14,0.0
6,15,0.010247277676017078
6,16,0.008817399804556182
6,17,0.0
6,18,0.0
6,19,0.012694686478713182
6,20,0.0
6,21,0.012183084634836064
6,22,0.008167109416166822
6,23,0.0
6,24,0.0
6,25,0.03941922543903126
6,26,0.038120891717171715
6,27,0.04060832664063238
6,28,0.0
6,29,0.03814015741158547
6,30,0.08625751854444935
6,31,0.0
6,32,0.012374148853260854
6,33,0.012992061129767819
6,34,0.028038913929308205
6,35,0.0
6,36,0.0
6,37,0.0
6,38,0.0
6,39,0.03396992111111391
6,40,0.0
6,41,0.018184594594361454
6,42,0.04143947700070692
6,43,0.045771667994660564
6,44,0.0
7,0,0.0
7,1,0.013216426813012433
7,2,0.014262865687394936
7,3,0.007305963295478035
7,4,0.0
7,5,0.0
7,6,0.013229690788382828
7,7,1.0000000000000004
7,8,0.008470184237258595
7,9,0.0
7,10,0.0
7,11,0.02013170183412766
7,12,0.02045086902884695
7,13,0.015290988152522684
7,14,0.0
7,15,0.0
7,16,0.0
7,17,0.029070193776864227
7,18,0.0
7,19,0.008732498283174803
7,20,0.0
7,21,0.00838057448963982
7,22,0.03762126034570577
7,23,0.017416999094223843
7,24,0.0
7,25,0.0058274124073794545
7,26,0.0
7,27,0.013433666301606778
7,28,0.0
7,29,0.0
7,30,0.0
7,31,0.0
7,32,0.0
7,33,0.0
7,34,0.0
7,35,0.0
7,36,0.0
7,37,0.0
7,38,0.0
7,39,0.0
7,40,0.0
7,41,0.006017944885024807
7,42,0.013713832736850421
7,43,0.0
7,44,0.0
8,0,0.007020847503389092
8,1,0.0065201974605292945
8,2,0.010009958808757425
8,3,0.02395294132385229
8,4,0.02238042877101189
8,5,0.07093495804414733
8,6,0.0
8,7,0.008470184237258595
8,8,1.0000000000000004
8,9,0.0
8,10,0.05578728375663607
8,11,0.006832708516810111
8,12,0.0335449817164266
8,13,0.17618318378998468
8,14,0.0
8,15,0.0559116310913751
8,16,0.03900695888233319
8,17,0.006418018263209419
8,18,0.2322319526277205
8,19,0.015221090831735323
8,20,0.0
8,21,0.04459466158590698
8,22,0.02370567663748779
8,23,0.030151325476831928
8,24,0.0
8,25,0.03772101036808301
8,26,0.07434949911734616
8,27,0.0077094511650339
8,28,0.018039948674083317
8,29,0.02783254354650099
8,30,0.006089296156346089
8,31,0.0
8,32,0.027715029242393406
8,33,0.018552034249540824
8,34,0.01143638013366278
8,35,0.0
8,36,0.0
8,37,0.0
8,38,0.03485952132704086
8,39,0.0
8,40,0.017861549445869925
8,41,0.0
8,42,0.025527922790245777
8,43,0.0
8,44,0.0
9,0,0.01599576804902983
9,1,0.0
9,2,0.0
9,3,0.0
9,4,0.02570541573914164
9,5,0.0
9,6,0.0
9,7,0.0
9,8,0.0
9,9,1.0
9,10,0.03260007252433539
9,11,0.0
9,12,0.012499052117788081
9,13,0.0
9,14,0.0
9,15,0.04082197973505914
9,16,0.0
9,17,0.0
9,18,0.024628321386552972
9,19,0.0
9,20,0.0
9,21,0.0
9,22,0.0
9,23,0.02960721152625736
9,24,0.0
9,25,0.0
9,26,0.059341452762119135
9,27,0.0
9,28,0.0
9,29,0.028651454894394572
9,30,0.047982958350104736
9,31,0.0
9,32,0.0
9,33,0.0
9,34,0.0
9,35,0.0
9,36,0.0
9,37,0.0
9,38,0.0
9,39,0.0
9,40,0.0
9,41,0.0
9,42,0.0
9,43,0.0
9,44,0.0
10,0,0.042247711309567115
10,1,0.005269512067992881
10,2,0.015996528564023095
10,3,0.012250184350594787
10,4,0.03329016768828364
10,5,0.006104347944392065
10,6,0.00946507397427513
10,7,0.0
10,8,0.05578728375663607
10,9,0.03260007252433539
10,10,1.0000000000000004
10,11,0.008254583712868085
10,12,0.022168273900298997
10,13,0.036970448646237754
10,14,0.0
10,15,0.061182428917246776
10,16,0.09443153878412115
10,17,0.0
10,18,0.09084473347618306
10,19,0.03521325771540809
10,20,0.0
10,21,0.0
10,22,0.0
10,23,0.003954663144212115
10,24,0.0
10,25,0.01576983770584006
10,26,0.037703770070553665
10,27,0.0
10,28,0.009119239532847549
10,29,0.002287088253819964
10,30,0.015595955561691249
10,31,0.003290961387469225
10,32,0.003653679018121995
10,33,0.0
10,34,0.0
10,35,0.0
10,36,0.0
10,37,0.0
10,38,0.0
10,39,0.0
10,40,0.011722212637250665
10,41,0.0
10,42,0.019622898736092378
10,43,0.0
10,44,0.0
11,0,0.006638477904162801
11,1,0.08648640976869294
11,2,0.045486084402874855
11,3,0.005893557475754679
11,4,0.0
11,5,0.0
11,6,0.02926603988684346
11,7,0.02013170183412766
11,8,0.006832708516810111
11,9,0.0
11,10,0.008254583712868085
11,11,1.0000000000000002
11,12,0.06702179903862177
11,13,0.028345949383906558
11,14,0.11300974425349189
11,15,0.033183669857480426
11,16,0.0
11,17,0.0
11,18,0.011238126469822569
11,19,0.053443422894733875
11,20,0.0
11,21,0.03256234996505121
11,22,0.0
11,23,0.0
11,24,0.0
11,25,0.012891101287205572
11,26,0.014984238661832546
11,27,0.010294900245383286
11,28,0.0
11,29,0.02170423295166091
11,30,0.0
11,31,0.0
11,32,0.0
11,33,0.019770099321211508
11,34,0.034655320253537
11,35,0.0
11,36,0.0
11,37,0.0
11,38,0.0
11,39,0.007367967276604924
11,40,0.012827738615652978
11,41,0.020472286387692797
11,42,0.046652722254129024
11,43,0.013236971255724546
11,44,0.0
12,0,0.010321004142322784
12,1,0.018287266515014798
12,2,0.24944365442767627
12,3,0.019243065009198278
12,4,0.006649819983506362
12,5,0.012351336906749487
12,6,0.12265420210705712
12,7,0.02045086902884695
12,8,0.0335449817164266
12,9,0.012499052117788081
12,10,0.022168273900298997
12,11,0.06702179903862177
12,12,0.9999999999999999
12,13,0.04179887245806102
12,14,0.0
12,15,0.015262161565314692
12,16,0.014695951303101126
12,17,0.0
12,18,0.013982046360400603
12,19,0.05847534521597442
12,20,0.0
12,21,0.04940988257814458
12,22,0.004941107842826061
12,23,0.005077081503889658
12,24,0.0
12,25,0.03827656401434016
12,26,0.02288683998953079
12,27,0.0375702485563429
12,28,0.09289747061473493
12,29,0.10348796315106142
12,30,0.1407831271037023
12,31,0.005428513391287521
12,32,0.018997154843838206
12,33,0.0169197799735639
12,34,0.049516813235639764
12,35,0.0
12,36,0.0
12,37,0.013488293888457282
12,38,0.0
12,39,0.00875196075600008
12,40,0.0
12,41,0.10434597445410805
12,42,0.05775553991940519
12,43,0.0
12,44,0.0
13,0,0.014634550832048426
13,1,0.013724943576340375
13,2,0.07251241470745642
13,3,0.02039301221476989
13,4,0.04437562984437897
13,5,0.062464393289180846
13,6,0.011730159556025157
13,7,0.015290988152522684
13,8,0.17618318378998468
13,9,0.0
13,10,0.036970448646237754
13,11,0.028345949383906558
13,12,0.04179887245806102
13,13,1.0000000000000002
13,14,0.0
13,15,0.09678822367535417
13,16,0.02773839985269753
13,17,0.0024730131863903563
13,18,0.01159571585589924
13,19,0.01641923011976536
13,20,0.0
13,21,0.02990350566738149
13,22,0.012817951119389598
13,23,0.011618013915414723
13,24,0.0
13,25,0.11912629079693406
13,26,0.04745685344850934
13,27,0.014332125857172215
13,28,0.0266976380073079
13,29,0.03242926695663145
13,30,0.01391054901628969
13,31,0.37071692177166404
13,32,0.019790620682768833
13,33,0.06836187685812933
13,34,0.036135318431536105
13,35,0.0
13,36,0.0
13,37,0.0
13,38,0.0
13,39,0.007597782280308025
13,40,0.033164431288645345
13,41,0.03769793214147388
13,42,0.040497362973067406
13,43,0.030977435280813946
13,44,0.0
14,0,0.0
14,1,0.374468330998424
14,2,0.0
14,3,0.0
14,4,0.0
14,5,0.0
14,6,0.0
14,7,0.0
14,8,0.0
14,9,0.0
14,10,0.0
14,11,0.11300974425349189
14,12,0.0
14,13,0.0
14,14,1.0000000000000004
14,15,0.0
14,16,0.0
14,17,0.0
14,18,0.0
14,19,0.0
14,20,0.0
14,21,0.0
14,22,0.0
14,23,0.0
14,24,0.0
14,25,0.0
14,26,0.0
14,27,0.0
14,28,0.0
14,29,0.0
14,30,0.0
14,31,0.0
14,32,0.0
14,33,0.0
14,34,0.0
14,35,0.0
14,36,0.0
14,37,0.0
14,38,0.0
14,39,0.0
14,40,0.0
14,41,0.0
14,42,0.0
14,43,0.0
14,44,0.0
15,0,0.04474540171360605
15,1,0.028890138988883794
15,2,0.058172254006060756
15,3,0.02861710515170148
15,4,0.03692865213127176
15,5,0.00808690635004915
15,6,0.010247277676017078
15,7,0.0
15,8,0.0559116310913751
15,9,0.04082197973505914
15,10,0.061182428917246776
15,11,0.033183669857480426
15,12,0.015262161565314692
15,13,0.09678822367535417
15,14,0.0
15,15,0.9999999999999996
15,16,0.07323963128862315
15,17,0.01862999715251795
15,18,0.06469269828816028
15,19,0.03034296527064958
15,20,0.0
15,21,0.0
15,22,0.006872206185467173
15,23,0.00829088943353029
15,24,0.0
15,25,0.06768388220424068
15,26,0.018041189116739825
15,27,0.00955780247368738
15,28,0.0
15,29,0.02256658206974495
15,30,0.02359066588185249
15,31,0.03381459653742524
15,32,0.012558278562527385
15,33,0.0076666364892662075
15,34,0.039172731270434726
15,35,0.0
15,36,0.0
15,37,0.0
15,38,0.0
15,39,0.004074222095037649
15,40,0.018165220160125357
15,41,0.013281656366401905
15,42,0.05528085775868282
15,43,0.007319571156714162
15,44,0.0
16,0,0.010766614808880992
16,1,0.0
16,2,0.011069792386173644
16,3,0.01772170301100866
16,4,0.028571887035910338
16,5,0.1837859293135617
16,6,0.008817399804556182
16,7,0.0
16,8,0.03900695888233319
16,9,0.0
16,10,0.09443153878412115
16,11,0.0
16,12,0.014695951303101126
16,13,0.02773839985269753
16,14,0.0
16,15,0.07323963128862315
16,16,1.0000000000000002
16,17,0.0
16,18,0.005347157238362563
16,19,0.0
16,20,0.012553863182916635
16,21,0.011171066209938447
16,22,0.011826553625735292
16,23,0.017190362648428017
16,24,0.0
16,25,0.009014967448569854
16,26,0.012163056816242346
16,27,0.0030873336199778493
16,28,0.013514343523575915
16,29,0.0053731484280310346
16,30,0.0047375028145392566
16,31,0.08956020317223562
16,32,0.016744837041497568
16,33,0.005496774003531672
16,34,0.009202245859155434
16,35,0.0
16,36,0.0
16,37,0.0
16,38,0.0
16,39,0.0
16,40,0.01905398188401244
16,41,0.003992306647319425
16,42,0.0
16,43,0.0
16,44,0.0
17,0,0.0
17,1,0.014918479404280429
17,2,0.012690654000702215
17,3,0.02180002751958171
17,4,0.01706911320301242
17,5,0.0
17,6,0.0
17,7,0.029070193776864227
17,8,0.006418018263209419
17,9,0.0
17,10,0.0
17,11,0.0
17,12,0.0
17,13,0.0024730131863903563
17,14,0.0
17,15,0.01862999715251795
17,16,0.0
17,17,0.9999999999999998
17,18,0.0
17,19,0.0
17,20,0.0
17,21,0.03594041419914925
17,22,0.00634154979583515
17,23,0.0
17,24,0.0
17,25,0.016660720645455443
17,26,0.009002148262592165
17,27,0.014865844304302314
17,28,0.007948258403649175
17,29,0.0
17,30,0.0
17,31,0.0
17,32,0.0
17,33,0.0
17,34,0.0
17,35,0.0
17,36,0.0
17,37,0.0
17,38,0.0
17,39,0.0
17,40,0.015413156116637057
17,41,0.0
17,42,0.0
17,43,0.0
17,44,0.0
18,0,0.005404797911181796
18,1,0.01309464310706968
18,2,0.010094760384935786
18,3,0.004323554785650507
18,4,0.034891395187472696
18,5,0.0
18,6,0.0
18,7,0.0
18,8,0.2322319526277205
18,9,0.024628321386552972
18,10,0.09084473347618306
18,11,0.011238126469822569
18,12,0.013982046360400603
18,13,0.01159571585589924
18,14,0.0
18,15,0.06469269828816028
18,16,0.005347157238362563
18,17,0.0
18,18,1.0
18,19,0.010820054118709763
18,20,0.0
18,21,0.030124583335859597
18,22,0.021199684380597723
18,23,0.009014141390422168
18,24,0.0
18,25,0.007220490124959157
18,26,0.10647975683413237
18,27,0.0
18,28,0.01039306149785765
18,29,0.0
18,30,0.016212925335504506
18,31,0.0
18,32,0.0
18,33,0.0
18,34,0.031676548719021244
18,35,0.0
18,36,0.0
18,37,0.0
18,38,0.020408948920467653
18,39,0.0
18,40,0.0
18,41,0.0
18,42,0.0
18,43,0.0
18,44,0.0
19,0,0.005759125321707554
19,1,0.06276164828066463
19,2,0.07126488150702487
19,3,0.005112879274972615
19,4,0.014510178023733238
19,5,0.0
19,6,0.012694686478713182
19,7,0.008732498283174803
19,8,0.015221090831735323
19,9,0.0
19,10,0.03521325771540809
19,11,0.053443422894733875
19,12,0.05847534521597442
19,13,0.01641923011976536
19,14,0.0
19,15,0.03034296527064958
19,16,0.0
19,17,0.0
19,18,0.010820054118709763
19,19,1.0000000000000002
19,20,0.0
19,21,0.035044850411777434
19,22,0.026211969610180817
19,23,0.0
19,24,0.0
19,25,0.00559175378148715
19,26,0.0
19,27,0.004465603527162556
19,28,0.013513372726970872
19,29,0.01355651462910764
19,30,0.030486030440134877
19,31,0.08659551602094402
19,32,0.033824507204343386
19,33,0.0
19,34,0.0
19,35,0.0
19,36,0.0
19,37,0.0
19,38,0.0
19,39,0.0
19,40,0.0
19,41,0.00577458118890049
19,42,0.013159249887284025
19,43,0.0
19,44,0.0
20,0,0.0
20,1,0.0
20,2,0.0
20,3,0.0
20,4,0.0
20,5,0.0
20,6,0.0
20,7,0.0
20,8,0.0
20,9,0.0
20,10,0.0
20,11,0.0
20,12,0.0
20,13,0.0
20,14,0.0
20,15,0.0
20,16,0.012553863182916635
20,17,0.0
20,18,0.0
20,19,0.0
20,20,1.0
20,21,0.0
20,22,0.0
20,23,0.0
20,24,0.01751809907102
20,25,0.0
20,26,0.01650653762616081
20,27,0.0
20,28,0.0
20,29,0.0
20,30,0.0
20,31,0.0
20,32,0.0
20,33,0.0
20,34,0.0
20,35,0.06182544798001527
20,36,0.01622303345908883
20,37,0.02458551143841773
20,38,0.0
20,39,0.014196671876021421
20,40,0.0
20,41,0.0
20,42,0.0
20,43,0.0
20,44,0.0
21,0,0.0
21,1,0.0
21,2,0.02416065852594021
21,3,0.0076930312634226556
21,4,0.0
21,5,0.0
21,6,0.012183084634836064
21,7,0.00838057448963982
21,8,0.04459466158590698
21,9,0.0
21,10,0.0
21,11,0.03256234996505121
21,12,0.04940988257814458
21,13,0.02990350566738149
21,14,0.0
21,15,0.0
21,16,0.011171066209938447
21,17,0.03594041419914925
21,18,0.030124583335859597
21,19,0.035044850411777434
21,20,0.0
21,21,1.0000000000000002
21,22,0.08575051883680804
21,23,0.0
21,24,0.0
21,25,0.005366403470558821
21,26,0.0
21,27,0.11941187823921333
21,28,0.0
21,29,0.0
21,30,0.08092392040540955
21,31,0.0
21,32,0.0
21,33,0.07056972063485979
21,34,0.028853148654799276
21,35,0.0
21,36,0.0
21,37,0.0
21,38,0.0
21,39,0.0
21,40,0.0
21,41,0.005541862847347633
21,42,0.012628925919247226
21,43,0.0
21,44,0.0
22,0,0.00538563866041181
22,1,0.0
22,2,0.01565778315974163
22,3,0.00956260499681104
22,4,0.0
22,5,0.05395459263199245
22,6,0.008167109416166822
22,7,0.03762126034570577
22,8,0.02370567663748779
22,9,0.0
22,10,0.0
22,11,0.0
22,12,0.004941107842826061
22,13,0.012817951119389598
22,14,0.0
22,15,0.006872206185467173
22,16,0.011826553625735292
22,17,0.00634154979583515
22,18,0.021199684380597723
22,19,0.026211969610180817
22,20,0.0
22,21,0.08575051883680804
22,22,1.0000000000000009
22,23,0.0917653158590413
22,24,0.0
22,25,0.04223860576614523
22,26,0.0
22,27,0.015690420004345756
22,28,0.030879740859157206
22,29,0.0
22,30,0.07145942727085787
22,31,0.0
22,32,0.017001129847873275
22,33,0.0
22,34,0.0
22,35,0.0
22,36,0.0
22,37,0.0
22,38,0.0
22,39,0.024270243317378454
22,40,0.0
22,41,0.0
22,42,0.0
22,43,0.0
22,44,0.0
23,0,0.014845691919982012
23,1,0.0
23,2,0.02284927102431981
23,3,0.0051976096573926175
23,4,0.0
23,5,0.0
23,6,0.0
23,7,0.017416999094223843
23,8,0.030151325476831928
23,9,0.02960721152625736
23,10,0.003954663144212115
23,11,0.0
23,12,0.005077081503889658
23,13,0.011618013915414723
23,14,0.0
23,15,0.00829088943353029
23,16,0.017190362648428017
23,17,0.0
23,18,0.009014141390422168
23,19,0.0
23,20,0.0
23,21,0.0
23,22,0.0917653158590413
23,23,1.0000000000000002
23,24,0.0
23,25,0.0
23,26,0.008452092558051677
23,27,0.05204983577544202
23,28,0.037482404749738435
23,29,0.0
23,30,0.014701535905312415
23,31,0.0
23,32,0.0
23,33,0.0
23,34,0.0
23,35,0.0
23,36,0.0
23,37,0.0
23,38,0.0
23,39,0.0
23,40,0.0
23,41,0.0
23,42,0.0
23,43,0.0
23,44,0.0
24,0,0.0
24,1,0.0
24,2,0.0
24,3,0.0
24,4,0.0
24,5,0.0
24,6,0.0
24,7,0.0
24,8,0.0
24,9,0.0
24,10,0.0
24,11,0.0
24,12,0.0
24,13,0.0
24,14,0.0
24,15,0.0
24,16,0.0
24,17,0.0
24,18,0.0
24,19,0.0
24,20,0.01751809907102
24,21,0.0
24,22,0.0
24,23,0.0
24,24,1.0
24,25,0.0
24,26,0.0
24,27,0.0
24,28,0.0
24,29,0.0
24,30,0.0
24,31,0.0
24,32,0.0
24,33,0.0
24,34,0.0
24,35,0.07203952076697431
24,36,0.1306923588670446
24,37,0.22472310321197683
24,38,0.0
24,39,0.11745772098684015
24,40,0.0
24,41,0.0
24,42,0.0
24,43,0.0
24,44,0.0
25,0,0.024108537505037518
25,1,0.0
25,2,0.012011245285312937
25,3,0.015793504862767035
25,4,0.007536270848072592
25,5,0.016933263190508696
25,6,0.03941922543903126
25,7,0.0058274124073794545
25,8,0.03772101036808301
25,9,0.0
25,10,0.01576983770584006
25,11,0.012891101287205572
25,12,0.03827656401434016
25,13,0.11912629079693406
25,14,0.0
25,15,0.06768388220424068
25,16,0.009014967448569854
25,17,0.016660720645455443
25,18,0.007220490124959157
25,19,0.00559175378148715
25,20,0.0
25,21,0.005366403470558821
25,22,0.04223860576614523
25,23,0.0
25,24,0.0
25,25,1.0000000000000004
25,26,0.03206827053825629
25,27,0.09123297416582371
25,28,0.024123818842716385
25,29,0.009862651463795294
25,30,0.03117698279085539
25,31,0.009281029450257453
25,32,0.01902089833655573
25,33,0.0476253110214021
25,34,0.013504453747830287
25,35,0.0
25,36,0.009775715776764433
25,37,0.0
25,38,0.0
25,39,0.0
25,40,0.014893798044217954
25,41,0.008711102747092206
25,42,0.06775640079033513
25,43,0.0403229962430804
25,44,0.0
26,0,0.007645184421892644
26,1,0.0
26,2,0.029862082291260673
26,3,0.014165095791575325
26,4,0.0
26,5,0.0
26,6,0.038120891717171715
26,7,0.0
26,8,0.07434949911734616
26,9,0.059341452762119135
26,10,0.037703770070553665
26,11,0.014984238661832546
26,12,0.02288683998953079
26,13,0.04745685344850934
26,14,0.0
26,15,0.018041189116739825
26,16,0.012163056816242346
26,17,0.009002148262592165
26,18,0.10647975683413237
26,19,0.0
26,20,0.01650653762616081
26,21,0.0
26,22,0.0
26,23,0.008452092558051677
26,24,0.0
26,25,0.03206827053825629
26,26,1.0
26,27,0.023918213528605993
26,28,0.05630977971047312
26,29,0.05438918287322024
26,30,0.039854064848895226
26,31,0.0
26,32,0.0499581755047747
26,33,0.012368484411960036
26,34,0.006572954258671304
26,35,0.0
26,36,0.0
26,37,0.0
26,38,0.01629841520540693
26,39,0.009219031925726833
26,40,0.016050469199026668
26,41,0.008958440091547632
26,42,0.02041470158762891
26,43,0.01656251392347171
26,44,0.0
27,0,0.004208333314015999
27,1,0.0
27,2,0.0397783442339408
27,3,0.008751980776090894
27,4,0.0
27,5,0.0
27,6,0.04060832664063238
27,7,0.013433666301606778
27,8,0.0077094511650339
27,9,0.0
27,10,0.0
27,11,0.010294900245383286
27,12,0.0375702485563429
27,13,0.014332125857172215
27,14,0.0
27,15,0.00955780247368738
27,16,0.0030873336199778493
27,17,0.014865844304302314
27,18,0.0
27,19,0.004465603527162556
27,20,0.0
27,21,0.11941187823921333
27,22,0.015690420004345756
27,23,0.05204983577544202
27,24,0.0
27,25,0.09123297416582371
27,26,0.023918213528605993
27,27,1.0000000000000002
27,28,0.01218710669707148
27,29,0.0
27,30,0.06551785914066009
27,31,0.008702487590228965
27,32,0.005199808909791883
27,33,0.03379709476041832
27,34,0.004857472578387394
27,35,0.0
27,36,0.0
27,37,0.0
27,38,0.0
27,39,0.0
27,40,0.0
27,41,0.033511482872796844
27,42,0.03391575879133498
27,43,0.0
27,44,0.0
28,0,0.0
28,1,0.0
28,2,0.07549368488831541
28,3,0.028360680119487246
28,4,0.01438118539409237
28,5,0.0
28,6,0.0
28,7,0.0
28,8,0.018039948674083317
28,9,0.0
28,10,0.009119239532847549
28,11,0.0
28,12,0.09289747061473493
28,13,0.0266976380073079
28,14,0.0
28,15,0.0
28,16,0.013514343523575915
28,17,0.007948258403649175
28,18,0.01039306149785765
28,19,0.013513372726970872
28,20,0.0
28,21,0.0
28,22,0.030879740859157206
28,23,0.037482404749738435
28,24,0.0
28,25,0.024123818842716385
28,26,0.05630977971047312
28,27,0.01218710669707148
28,28,1.0
28,29,0.0
28,30,0.02975974354219327
28,31,0.020794547642052554
28,32,0.14993127924580774
28,33,0.006381346002209055
28,34,0.018197557469638925
28,35,0.0
28,36,0.009327317434561028
28,37,0.0
28,38,0.0
28,39,0.0
28,40,0.0
28,41,0.06019286475738435
28,42,0.018074610829653857
28,43,0.0
28,44,0.0
29,0,0.0
29,1,0.01087536026590675
29,2,0.018978573481397157
29,3,0.0
29,4,0.020208815440801248
29,5,0.03682789015466209
29,6,0.03814015741158547
29,7,0.0
29,8,0.02783254354650099
29,9,0.028651454894394572
29,10,0.002287088253819964
29,11,0.02170423295166091
29,12,0.10348796315106142
